False	15	231.390625	0.0
False	0	69.59375	0.0
False	0	70.90625	0.0
False	10	67.703125	411.25
False	0	73.484375	0.0
False	15	74.8125	0.0
False	0	76.09375	0.0
False	0	77.390625	0.0
False	0	78.6875	0.0
False	0	79.984375	0.0
False	0	81.28125	0.0
False	0	82.59375	0.0
False	0	83.875	0.0
False	0	85.171875	0.0
False	15	81.71875	439.0
False	15	83.171875	425.25
False	15	84.546875	421.5
False	15	85.90625	417.25
False	15	87.109375	421.0
False	15	88.546875	425.5
False	15	89.5	432.25
False	0	95.578125	0.0
False	15	91.828125	486.25
False	15	93.34375	484.5
False	15	94.453125	483.25
False	15	95.640625	483.25
False	15	97.25	483.25
False	15	98.25	484.75
False	15	99.65625	486.75
False	15	100.984375	489.25
False	15	102.171875	490.25
False	15	103.46875	490.5
False	15	104.828125	493.5
False	15	105.984375	495.75
False	15	107.21875	498.5
False	15	108.8125	499.25
False	15	109.96875	504.0
False	15	111.0625	506.75
False	15	112.40625	509.0
False	15	113.671875	513.25
False	15	115.015625	517.25
False	15	116.234375	521.25
False	15	117.65625	527.5
False	15	118.921875	532.0
False	15	120.0	537.25
False	15	121.46875	543.75
False	15	122.5	549.0
False	15	123.765625	554.75
False	15	125.109375	563.0
False	15	126.375	570.5
False	15	127.578125	578.75
False	15	128.9375	588.0
False	15	130.078125	596.25
False	15	131.359375	606.5
False	0	138.328125	0.0
False	0	139.625	0.0
False	0	140.90625	0.0
False	0	142.203125	0.0
False	0	143.515625	0.0
False	0	144.796875	0.0
False	0	146.09375	0.0
False	0	147.390625	0.0
False	0	148.6875	0.0
False	0	149.984375	0.0
False	0	151.28125	0.0
False	0	152.5625	0.0
False	0	153.859375	0.0
False	0	155.171875	0.0
False	0	156.453125	0.0
False	0	157.75	0.0
False	0	159.046875	0.0
False	0	160.34375	0.0
False	0	161.640625	0.0
False	0	162.921875	0.0
False	0	164.21875	0.0
False	0	165.5	0.0
False	0	166.796875	0.0
False	0	168.09375	0.0
False	0	169.390625	0.0
False	0	170.6875	0.0
False	0	171.984375	0.0
False	0	173.265625	0.0
False	0	174.5625	0.0
False	0	175.859375	0.0
False	0	177.140625	0.0
False	0	178.453125	0.0
False	0	179.75	0.0
False	0	181.03125	0.0
False	0	182.328125	0.0
False	0	183.625	0.0
False	0	184.90625	0.0
False	0	186.28125	0.0
False	0	187.5625	0.0
False	0	188.859375	0.0
False	0	190.171875	0.0
False	0	191.453125	0.0
False	0	192.75	0.0
False	0	194.0625	0.0
False	0	195.34375	0.0
False	0	196.65625	0.0
False	0	197.9375	0.0
False	0	199.25	0.0
False	0	200.546875	0.0
False	0	201.828125	0.0
False	0	203.125	0.0
False	0	204.421875	0.0
False	0	205.71875	0.0
False	0	207.03125	0.0
False	0	208.3125	0.0
False	0	209.625	0.0
False	0	210.90625	0.0
False	0	212.21875	0.0
False	0	213.515625	0.0
False	0	214.8125	0.0
False	0	216.09375	0.0
False	0	217.390625	0.0
False	0	218.6875	0.0
False	11	220.0	0.0
False	15	221.296875	0.0
False	15	217.21875	551.0
False	15	218.78125	493.25
False	15	220.21875	489.5
False	15	221.4375	484.25
False	15	222.90625	482.75
False	15	224.21875	481.75
False	15	225.625	473.25
False	15	226.8125	466.75
False	15	228.296875	455.75
False	15	229.859375	433.75
False	15	231.109375	416.25
False	15	232.703125	403.75
False	15	234.390625	374.75
False	15	235.625	358.75
False	15	237.359375	348.75
False	15	238.515625	338.25
False	15	240.015625	339.0
False	15	240.890625	342.0
False	15	241.9375	348.75
False	15	243.46875	350.0
False	15	244.890625	357.75
False	15	245.890625	362.75
False	15	247.28125	379.25
False	15	248.40625	398.5
False	0	253.765625	0.0
False	0	255.078125	0.0
False	0	256.359375	0.0
False	15	257.671875	0.0
False	15	251.765625	2015.0
False	15	253.078125	1975.5
False	15	254.421875	1946.25
False	15	255.71875	1882.5
False	15	257.015625	1854.0
False	15	258.328125	1829.75
False	15	259.71875	1742.75
False	15	261.015625	1746.25
False	15	262.3125	1733.75
False	15	263.59375	1689.75
False	15	264.921875	1658.75
False	15	266.25	1673.0
False	15	267.546875	1692.0
False	15	268.8125	1699.0
False	15	270.125	1723.75
False	15	271.40625	1733.5
False	15	272.6875	1757.5
False	15	273.984375	1768.75
False	15	275.1875	1790.25
False	15	276.5	1813.5
False	15	277.78125	1866.5
False	0	286.265625	0.0
False	0	287.5625	0.0
False	0	288.859375	0.0
False	0	290.171875	0.0
False	12	284.21875	1891.25
False	15	285.515625	1877.5
False	0	294.046875	0.0
False	0	295.34375	0.0
False	0	296.640625	0.0
False	0	297.9375	0.0
False	0	299.234375	0.0
False	15	293.203125	2205.75
False	15	294.5	2206.75
False	15	295.75	2281.5
False	0	304.421875	0.0
False	0	305.71875	0.0
False	0	307.0625	0.0
False	0	308.34375	0.0
False	0	309.65625	0.0
False	0	310.953125	0.0
False	0	312.25	0.0
False	0	313.546875	0.0
False	0	314.859375	0.0
False	0	316.140625	0.0
False	0	317.453125	0.0
False	0	318.75	0.0
False	0	320.03125	0.0
False	0	321.34375	0.0
False	0	322.640625	0.0
False	0	323.9375	0.0
False	0	325.234375	0.0
False	0	326.546875	0.0
False	0	327.828125	0.0
False	0	329.140625	0.0
False	0	330.375	0.0
False	0	331.6875	0.0
False	0	332.984375	0.0
False	0	334.265625	0.0
False	0	335.5625	0.0
False	0	336.875	0.0
False	0	338.15625	0.0
False	0	339.46875	0.0
False	0	340.765625	0.0
False	0	342.0625	0.0
False	0	343.34375	0.0
False	0	344.640625	0.0
False	0	345.9375	0.0
False	0	347.234375	0.0
False	0	348.53125	0.0
